Geo Point;Opérateur de Mobilité;Aménageur;id_borne;nom_borne;numero_rue;libelle_voie;commune;code_postal;code_insee;marque_borne;modele_borne;Interopérabilité;type_chargement;date_mise_en_service;id_prise;ordre_prise;puissance_prise;connecteur_disponible_prise;longitude;latitude;geolocalisation
43.6696869987,1.42970200093;Révéo;Toulouse Metropole;STATION-FR-M31-P31022-001;AUCAMVILLE - Des Ecoles;;Des Ecoles;Aucamville;31140;31022;CAHORS;City 2;Mobilecity,Gireve,KiwhiOCPI;normal;2018-09-14;FR*M31*E31022*001*2;2;22;EF,T2,T3;1.429702;43.669687;43.669687,1.429702
43.682846995,1.31804650647;Révéo;Toulouse Metropole;STATION-FR-M31-P31032-001;AUSSONNE - Place De La Mairie;;Place De La Mairie;Aussonne;31840;31032;CAHORS;City 2;Mobilecity,Gireve,KiwhiOCPI;normal;2018-11-26;FR*M31*E31032*001*1;1;22;EF,T2,T3;1.318047;43.682829;43.682829,1.318047
43.6828289976,1.31804700305;Révéo;Toulouse Metropole;STATION-FR-M31-P31032-001;AUSSONNE - Place De La Mairie;;Place De La Mairie;Aussonne;31840;31032;CAHORS;City 2;Mobilecity,Gireve,KiwhiOCPI;normal;2018-11-26;FR*M31*E31032*001*2;2;22;EF,T2,T3;1.318047;43.682829;43.682829,1.318047
43.6237929981,1.49708399957;Révéo;Toulouse Metropole;STATION-FR-M31-P31044-002;BALMA-GRAMONT - Av. Georges Pompidou;;Av. Georges Pompidou;Balma;31130;31044;CAHORS;City 2;Mobilecity,Gireve,KiwhiOCPI;normal;2019-03-01;FR*M31*E31044*002*4;4;22;EF,T2,T3;1.497084;43.623793;43.623793,1.497084
43.6557009989,1.37130451645;Révéo;Toulouse Metropole;STATION-FR-M31-P31069-001;BLAGNAC - Av. D'Andromède;23/01;Av. D'Andromède;Blagnac;31700;31069;CAHORS;City 2;Mobilecity,Gireve,KiwhiOCPI;normal;2018-01-26;FR*M31*E31069*001*2;2;22;EF,T2,T3;1.371305;43.655683;43.655683,1.371305
43.6163519975,1.24274748346;Révéo;Toulouse Metropole;STATION-FR-M31-P31088-001;BRAX - Place Du Vidalet;;Place Du Vidalet;Brax;31490;31088;CAHORS;City 2;Mobilecity,Gireve,KiwhiOCPI;normal;2019-02-15;FR*M31*E31088*001*2;2;22;EF,T2,T3;1.242748;43.616334;43.616334,1.242748
43.6933699992,1.42790099666;Révéo;Toulouse Metropole;STATION-FR-M31-P31116-001;CASTELGINEST - Rue De L'Eglise;;Rue De L'Eglise;Castelginest;31780;31116;CAHORS;City 2;Mobilecity,Gireve,KiwhiOCPI;normal;2018-11-26;FR*M31*E31116*001*2;2;22;EF,T2,T3;1.427901;43.69337;43.69337,1.427901
43.5376089991,1.34481200303;Révéo;Toulouse Metropole;STATION-FR-M31-P31157-001;CUGNAUX - Av De Toulouse;6;Av De Toulouse;Cugnaux;31270;31157;CAHORS;City 2;Mobilecity,Gireve,KiwhiOCPI;normal;2018-05-30;FR*M31*E31157*001*1;1;22;EF,T2,T3;1.344812;43.537609;43.537609,1.344812
43.5376269975,1.34481151552;Révéo;Toulouse Metropole;STATION-FR-M31-P31157-001;CUGNAUX - Av De Toulouse;6;Av De Toulouse;Cugnaux;31270;31157;CAHORS;City 2;Mobilecity,Gireve,KiwhiOCPI;normal;2018-05-30;FR*M31*E31157*001*2;2;22;EF,T2,T3;1.344812;43.537609;43.537609,1.344812
43.596824999,1.60036999842;Révéo;Toulouse Metropole;STATION-FR-M31-P31163-001;DREMIL-LAFAGE - Allee De LEglise;;Allee De LEglise;Drémil-Lafage;31280;31163;CAHORS;City 2;Mobilecity,Gireve,KiwhiOCPI;normal;2018-09-14;FR*M31*E31163*001*1;1;22;EF,T2,T3;1.60037;43.596825;43.596825,1.60037
43.6788009994,1.3920955263;Révéo;Toulouse Metropole;STATION-FR-M31-P31182-001;FENOUILLET - Jean Jaures, Place De La Mairie;;Jean Jaures, Place De La Mairie;Fenouillet;31150;31182;CAHORS;City 2;Mobilecity,Gireve,KiwhiOCPI;normal;2019-08-23;FR*M31*E31182*001*2;2;22;EF,T2,T3;1.392096;43.678783;43.678783,1.392096
43.5946739994,1.56263957366;Révéo;Toulouse Metropole;STATION-FR-M31-P31184-001;FLOURENS - Rue Du College;;Rue Du College;Flourens;31130;31184;CAHORS;City 2;Mobilecity,Gireve,KiwhiOCPI;normal;2018-09-14;FR*M31*E31184*001*1;1;22;EF,T2,T3;1.56264;43.594656;43.594656,1.56264
43.6046990006,1.28301999654;Révéo;Toulouse Metropole;STATION-FR-M31-P31417-001;PIBRAC - Aire de covoiturage;22;Avenue de Toulouse;Pibrac;31820;31417;EVTRONIC;QUICK CHARGER EVTRONIC;EMVCO,Mobilecity,Gireve,KiwhiOCPI;rapide;2018-09-10;FR*M31*E31417*001*1;1;43;T2;1.28302;43.604699;43.604699,1.28302
43.7426480022,1.37032800144;Révéo;Toulouse Metropole;STATION-FR-M31-P31490-001;ST JORY - Place De La République;;Place De La République;Saint-Jory;31790;31490;CAHORS;City 2;Mobilecity,Gireve,KiwhiOCPI;normal;2019-02-15;FR*M31*E31490*001*1;1;22;EF,T2,T3;1.370328;43.742648;43.742648,1.370328
43.5528609981,1.53362900273;Révéo;Toulouse Metropole;STATION-FR-M31-P31506-002;SAINT ORENS - Rue Des Sports;;Rue Des Sports;Saint-Orens-de-Gameville;31650;31506;CAHORS;City 2;Mobilecity,Gireve,KiwhiOCPI;normal;2018-09-14;FR*M31*E31506*002*1;1;22;EF,T2,T3;1.533629;43.552861;43.552861,1.533629
43.6100949278,1.45645515987;Révéo;Toulouse Metropole;STATION-FR-M31-P31555-001;TOULOUSE - Marengo;2;Boulevard De Marengo;Toulouse;31500;31555;EVTRONIC;QUICK CHARGER EVTRONIC;Mobilecity,Gireve,KiwhiOCPI;rapide;2016-08-30;FR*M31*E31555*001*4;4;36;CHADEMO;1.456444;43.610111;43.610111,1.456444
43.6101066719,1.45641994862;Révéo;Toulouse Metropole;STATION-FR-M31-P31555-001;TOULOUSE - Marengo;2;Boulevard De Marengo;Toulouse;31500;31555;EVTRONIC;QUICK CHARGER EVTRONIC;Mobilecity,Gireve,KiwhiOCPI;rapide;2017-06-11;FR*M31*E31555*001*8;8;4;EF;1.456444;43.610111;43.610111,1.456444
43.5972779981,1.44480600136;Révéo;Toulouse Metropole;STATION-FR-M31-P31555-006;TOULOUSE - Carmes;42;Place Des Carmes;Toulouse;31000;31555;CAHORS;City 2;Mobilecity,Gireve,KiwhiOCPI;normal;2018-04-04;FR*M31*E31555*006*2;2;18;EF,T2,T3;1.444806;43.597278;43.597278,1.444806
43.5643940853,1.48964026735;Révéo;Toulouse Metropole;STATION-FR-M31-E31555-007;TOULOUSE - Caroline Aigle;;Caroline Aigle;Toulouse;31400;31555;EVTRONIC;QUICK CHARGER EVTRONIC;Mobilecity,Gireve,KiwhiOCPI;rapide;2018-06-22;FR*M31*E31555*007*4;4;4;EF;1.4896506071;43.5644104437;43.5644104437,1.4896506071
43.5644067517,1.48967483458;Révéo;Toulouse Metropole;STATION-FR-M31-E31555-007;TOULOUSE - Caroline Aigle;;Caroline Aigle;Toulouse;31400;31555;EVTRONIC;QUICK CHARGER EVTRONIC;Mobilecity,Gireve,KiwhiOCPI;rapide;2017-10-24;FR*M31*E31555*007*6;6;50;CHADEMO;1.4896506071;43.5644104437;43.5644104437,1.4896506071
43.5813829998,1.38773099689;Révéo;Toulouse Metropole;STATION-FR-M31-P31555-011;TOULOUSE  - Place Des Pradettes;;Place Des Pradettes;Toulouse;31100;31555;CAHORS;City 2;Mobilecity,Gireve,KiwhiOCPI;normal;2018-11-26;FR*M31*E31555*011*1;1;22;EF,T2,T3;1.387731;43.581383;43.581383,1.387731
43.5954989983,1.42233153753;Révéo;Toulouse Metropole;FR*M31*P31555*014;TOULOUSE - Allée Maurice Sarrault;16;Allée Maurice Sarrault;Toulouse;31300;31555;CAHORS;City 2;Mobilecity,Gireve,KiwhiOCPI;normal;2019-11-18;FR*M31*E31555*014*2;2;22;EF,T2,T3;1.422332;43.595481;43.595481,1.422332
43.6085310024,1.38303299843;Révéo;Toulouse Metropole;STATION-FR-M31-P31555-017;TOULOUSE- Route De Bayonne;119;Route De Bayonne;Toulouse;31300;31555;CAHORS;City 2;Mobilecity,Gireve,KiwhiOCPI;normal;2019-11-12;FR*M31*E31555*017*1;1;22;EF,T2,T3;1.383033;43.608531;43.608531,1.383033
43.6060609975,1.43838400094;Révéo;Toulouse Metropole;STATION-FR-M31-P31555-018;TOULOUSE - Place Anatole France;44;Place Anatole France;Toulouse;31000;31555;CAHORS;City 2;Mobilecity,Gireve,KiwhiOCPI;normal;2019-04-12;FR*M31*E31555*018*1;1;22;EF,T2,T3;1.438384;43.606061;43.606061,1.438384
43.6474299977,1.432755997;Révéo;Toulouse Metropole;STATION-FR-M31-P31555-019;TOULOUSE - Place Paul Riché;;Place Paul Riché;Toulouse;31200;31555;CAHORS;City 2;Mobilecity,Gireve,KiwhiOCPI;normal;2019-11-12;FR*M31*E31555*019*1;1;22;EF,T2,T3;1.432756;43.64743;43.64743,1.432756
43.5849199983,1.45328454522;Révéo;Toulouse Metropole;STATION-FR-M31-P31555-021;TOULOUSE - Place Henri Russel;1;Place Henri Russel;Toulouse;31400;31555;CAHORS;City 2;Mobilecity,Gireve,KiwhiOCPI;normal;2020-03-02;FR*M31*E31555*021*2;2;22;EF,T2,T3;1.453285;43.584902;43.584902,1.453285
43.5737449987,1.42404399813;Révéo;Toulouse Metropole;STATION-FR-M31-P31555-022;TOULOUSE - Route D'Espagne;80;Route D'Espagne;Toulouse;31100;31555;CAHORS;City 2;Mobilecity,Gireve,KiwhiOCPI;normal;2019-12-19;FR*M31*E31555*022*1;1;22;EF,T2,T3;1.424044;43.573745;43.573745,1.424044
43.5834409999,1.34664500287;Révéo;Toulouse Metropole;STATION-FR-M31-P31557-001;TOURNEFEUILLE - Impasse Max Baylac;;Impasse Max Baylac;Tournefeuille;31170;31557;CAHORS;City 2;Mobilecity,Gireve,KiwhiOCPI;normal;2018-05-30;FR*M31*E31557*001*1;1;22;EF,T2,T3;1.346645;43.583441;43.583441,1.346645
43.6557920016,1.4814140005;Révéo;Toulouse Metropole;STATION-FR-M31-P31561-001;L'UNION - Rue Du Somport Parking Grande Halle;;Rue Du Somport Parking Grande Halle;L'Union;31240;31561;CAHORS;City 2;Mobilecity,Gireve,KiwhiOCPI;normal;2018-01-26;FR*M31*E31561*001*1;1;22;EF,T2,T3;1.481414;43.655792;43.655792,1.481414
43.6684319964,1.37840352351;Révéo;Toulouse Metropole;STATION-FR-M31-P31056-001;BEAUZELLE - Rue Des Pins;;Rue Des Pins;Beauzelle;31700;31056;CAHORS;City 2;Mobilecity,Gireve,KiwhiOCPI;normal;2018-11-26;FR*M31*E31056*001*2;2;22;EF,T2,T3;1.378404;43.668414;43.668414,1.378404
43.693387997,1.42790053244;Révéo;Toulouse Metropole;STATION-FR-M31-P31116-001;CASTELGINEST - Rue De L'Eglise;;Rue De L'Eglise;Castelginest;31780;31116;CAHORS;City 2;Mobilecity,Gireve,KiwhiOCPI;normal;2018-11-26;FR*M31*E31116*001*1;1;22;EF,T2,T3;1.427901;43.69337;43.69337,1.427901
43.5946560005,1.56263999742;Révéo;Toulouse Metropole;STATION-FR-M31-P31184-001;FLOURENS - Rue Du College;;Rue Du College;Flourens;31130;31184;CAHORS;City 2;Mobilecity,Gireve,KiwhiOCPI;normal;2018-09-14;FR*M31*E31184*001*2;2;22;EF,T2,T3;1.56264;43.594656;43.594656,1.56264
43.6046896832,1.28299880724;Révéo;Toulouse Metropole;STATION-FR-M31-P31417-001;PIBRAC - Aire de covoiturage;22;Avenue de Toulouse;Pibrac;31820;31417;EVTRONIC;QUICK CHARGER EVTRONIC;EMVCO,Mobilecity,Gireve,KiwhiOCPI;rapide;2018-09-10;FR*M31*E31417*001*3;3;50;COMBO;1.28302;43.604699;43.604699,1.28302
43.6047169984,1.28301949027;Révéo;Toulouse Metropole;STATION-FR-M31-P31417-001;PIBRAC - Aire de covoiturage;22;Avenue de Toulouse;Pibrac;31820;31417;EVTRONIC;QUICK CHARGER EVTRONIC;EMVCO,Mobilecity,Gireve,KiwhiOCPI;rapide;2018-09-10;FR*M31*E31417*001*4;4;4;EF;1.28302;43.604699;43.604699,1.28302
43.6658409984,1.5042580034;Révéo;Toulouse Metropole;STATION-FR-M31-P31488-001;ST JEAN - Rue Des Roses;;Rue Des Roses;Saint-Jean;31240;31488;CAHORS;City 2;Mobilecity,Gireve,KiwhiOCPI;normal;2018-09-14;FR*M31*E31488*001*1;1;22;EF,T2,T3;1.504258;43.665841;43.665841,1.504258
43.5503749996,1.53773756734;Révéo;Toulouse Metropole;STATION-FR-M31-P31506-001;SAINT ORENS - Rue Des Muriers;4;Rue Des Muriers;Saint-Orens-de-Gameville;31650;31506;CAHORS;City 2;Mobilecity,Gireve,KiwhiOCPI;normal;2018-07-23;FR*M31*E31506*001*2;2;22;EF,T2,T3;1.537738;43.550357;43.550357,1.537738
43.6101110012,1.45644399734;Révéo;Toulouse Metropole;STATION-FR-M31-P31555-001;TOULOUSE - Marengo;2;Boulevard De Marengo;Toulouse;31500;31555;CAHORS;City 2;Mobilecity,Gireve,KiwhiOCPI;normal;2016-08-31;FR*M31*E31555*001*1;1;4;EF;1.456444;43.610111;43.610111,1.456444
43.6101219619,1.45642434737;Révéo;Toulouse Metropole;STATION-FR-M31-P31555-001;TOULOUSE - Marengo;2;Boulevard De Marengo;Toulouse;31500;31555;CAHORS;City 2;Mobilecity,Gireve,KiwhiOCPI;normal;2016-08-31;FR*M31*E31555*001*2;2;4;T3;1.456444;43.610111;43.610111,1.456444
43.6101073168,1.45646824873;Révéo;Toulouse Metropole;STATION-FR-M31-P31555-001;TOULOUSE - Marengo;2;Boulevard De Marengo;Toulouse;31500;31555;EVTRONIC;QUICK CHARGER EVTRONIC;Mobilecity,Gireve,KiwhiOCPI;rapide;2016-08-30;FR*M31*E31555*001*3;3;36;T2;1.456444;43.610111;43.610111,1.456444
43.6100946408,1.45643366252;Révéo;Toulouse Metropole;STATION-FR-M31-P31555-001;TOULOUSE - Marengo;2;Boulevard De Marengo;Toulouse;31500;31555;EVTRONIC;QUICK CHARGER EVTRONIC;Mobilecity,Gireve,KiwhiOCPI;rapide;2017-06-11;FR*M31*E31555*001*7;7;36;COMBO;1.456444;43.610111;43.610111,1.456444
43.5644284421,1.48965016573;Révéo;Toulouse Metropole;STATION-FR-M31-E31555-007;TOULOUSE - Caroline Aigle;;Caroline Aigle;Toulouse;31400;31555;EVTRONIC;QUICK CHARGER EVTRONIC;Mobilecity,Gireve,KiwhiOCPI;rapide;2017-02-10;FR*M31*E31555*007*1;1;36;T2;1.4896506071;43.5644104437;43.5644104437,1.4896506071
43.5644219211,1.48966968513;Révéo;Toulouse Metropole;STATION-FR-M31-E31555-007;TOULOUSE - Caroline Aigle;;Caroline Aigle;Toulouse;31400;31555;EVTRONIC;QUICK CHARGER EVTRONIC;Mobilecity,Gireve,KiwhiOCPI;rapide;2018-06-22;FR*M31*E31555*007*8;8;4;EF;1.4896506071;43.5644104437;43.5644104437,1.4896506071
43.5869129991,1.49232800006;Révéo;Toulouse Metropole;STATION-FR-M31-E31555-008;TOULOUSE - Cité de l'espace;;Avenue Jean Gonord;Toulouse;31500;31555;LAFON;GLine;Mobilecity,Gireve,KiwhiOCPI;normal;2017-12-07;FR*M31*E31555*008*2;2;22;T3,EF;1.492328;43.586913;43.586913,1.492328
43.5814009982,1.38773052168;Révéo;Toulouse Metropole;STATION-FR-M31-P31555-011;TOULOUSE  - Place Des Pradettes;;Place Des Pradettes;Toulouse;31100;31555;CAHORS;City 2;Mobilecity,Gireve,KiwhiOCPI;normal;2018-11-26;FR*M31*E31555*011*2;2;22;EF,T2,T3;1.387731;43.581383;43.581383,1.387731
43.6092999989,1.43189653871;Révéo;Toulouse Metropole;STATION-FR-M31-P31555-013;TOULOUSE - Angle Bld Lascrosse / Bld Maréchal Leclerc;;Angle Bld Lascrosse / Bld Maréchal Leclerc;Toulouse;31000;31555;CAHORS;City 2;Mobilecity,Gireve,KiwhiOCPI;normal;2020-05-02;FR*M31*E31555*013*2;2;22;EF,T2,T3;1.431897;43.609282;43.609282,1.431897
43.6060789959,1.43838354047;Révéo;Toulouse Metropole;STATION-FR-M31-P31555-018;TOULOUSE - Place Anatole France;44;Place Anatole France;Toulouse;31000;31555;CAHORS;City 2;Mobilecity,Gireve,KiwhiOCPI;normal;2019-04-12;FR*M31*E31555*018*2;2;22;EF,T2,T3;1.438384;43.606061;43.606061,1.438384
