Geo Point;Geo Shape;nom;num_station;nb_bornettes;en_service;rue;mot_directeur;no;nrivoli;commune;code_insee;locations_2016;oid;locations_2019
43.6020011332,1.41484301583;"{""type"": ""MultiPoint"", ""coordinates"": [[1.414843015834943, 43.60200113321395]]}";FONTAINES MILHES;136;20;oui;RUE DES FONTAINES;FONTAINES (RUE DES FONTAINES);190;3105553380;Toulouse;31555;13704;414;13537
43.5917190995,1.41863010579;"{""type"": ""MultiPoint"", ""coordinates"": [[1.418630105793508, 43.591719099508445]]}";EMILE MALE;140;18;oui;PL EMILE MALE;MALE (PL EMILE MALE);4;3105552988;Toulouse;31555;23258;416;18644
43.6159726368,1.42161129479;"{""type"": ""MultiPoint"", ""coordinates"": [[1.421611294792214, 43.61597263676519]]}";SUISSE LAUSANNE;144;20;oui;BD DE SUISSE;SUISSE (BD DE SUISSE);62;3105558336;Toulouse;31555;13130;420;12872
43.6153965466,1.44858154177;"{""type"": ""MultiPoint"", ""coordinates"": [[1.448581541771212, 43.615396546602504]]}";RAISIN;149;22;oui;CHE DU RAISIN;RAISIN (CHE DU RAISIN);2;3105557248;Toulouse;31555;18207;427;16555
43.5837632998,1.44334213459;"{""type"": ""MultiPoint"", ""coordinates"": [[1.443342134591296, 43.58376329979887]]}";RECOLLETS;155;20;oui;BD DES RECOLLETS;RECOLLETS (BD DES RECOLLETS);34;3105557344;Toulouse;31555;22644;429;20472
43.5795579841,1.44194779748;"{""type"": ""MultiPoint"", ""coordinates"": [[1.441947797475299, 43.57955798406736]]}";METRO EMPALOT;156;20;oui;AV JEAN MOULIN;MOULIN (AV JEAN MOULIN);38;3105554616;Toulouse;31555;8377;430;9175
43.6428719804,1.46110410307;"{""type"": ""MultiPoint"", ""coordinates"": [[1.461104103073536, 43.642871980395384]]}";RPT POINT LAFFORGUE;172;20;oui;RPT DE L ABBE G. LAFFORGUE;LAFFORGUE (RPT DE L ABBE G. LAFFORGUE);0;3105550011;Toulouse;31555;2824;442;1958
43.6369206349,1.45267805539;"{""type"": ""MultiPoint"", ""coordinates"": [[1.452678055388735, 43.63692063492992]]}";BOURGES MAUNOURY MELAT;174;20;oui;AV MAURICE BOURGES MAUNOURY;MAUNOURY (AV MAURICE BOURGES MAUNOURY);41;3105555789;Toulouse;31555;3169;444;2782
43.6332180523,1.45073775462;"{""type"": ""MultiPoint"", ""coordinates"": [[1.450737754621802, 43.63321805232226]]}";BOURGES MAUNOURY SEGLA;173;20;oui;AV MAURICE BOURGES MAUNOURY;MAUNOURY (AV MAURICE BOURGES MAUNOURY);25;3105555789;Toulouse;31555;6453;445;5678
43.6092533843,1.47995638245;"{""type"": ""MultiPoint"", ""coordinates"": [[1.479956382451086, 43.60925338434402]]}";PLANA GARNIER;181;15;oui;RUE LOUIS PLANA;PLANA (RUE LOUIS PLANA);27;3105555396;Toulouse;31555;3030;455;2124
43.6059615375,1.48174849522;"{""type"": ""MultiPoint"", ""coordinates"": [[1.481748495217635, 43.60596153750436]]}";CHAUBET;182;20;oui;AV JEAN CHAUBET;CHAUBET (AV JEAN CHAUBET);158;3105554540;Toulouse;31555;3214;456;2921
43.6272417142,1.46929476649;"{""type"": ""MultiPoint"", ""coordinates"": [[1.469294766486273, 43.627241714169244]]}";MICHOUN LIPPMAN;184;18;oui;CHE MICHOUN;MICHOUN (CHE MICHOUN);70;3105555932;Toulouse;31555;2524;457;1814
43.6271953439,1.46560543398;"{""type"": ""MultiPoint"", ""coordinates"": [[1.465605433980292, 43.62719534391414]]}";ROUBICHOU ARLES;185;15;oui;RUE ROUBICHOU;ROUBICHOU (RUE ROUBICHOU);30;3105557648;Toulouse;31555;1821;458;3281
43.5948884851,1.41508282242;"{""type"": ""MultiPoint"", ""coordinates"": [[1.415082822422464, 43.59488848506197]]}";LOMBEZ PETITE VITESSE;193;20;oui;AV DE LOMBEZ;LOMBEZ (AV DE LOMBEZ);59;3105555308;Toulouse;31555;12438;467;10256
43.5858785218,1.475006686;"{""type"": ""MultiPoint"", ""coordinates"": [[1.475006685997372, 43.585878521797675]]}";COTTAGES RIEUX;205;17;oui;AV DES COTTAGES;COTTAGES (AV DES COTTAGES);58;3105552340;Toulouse;31555;1691;476;2581
43.5911810321,1.4800885792;"{""type"": ""MultiPoint"", ""coordinates"": [[1.480088579202138, 43.59118103214989]]}";LIMAYRAC DARASSE;208;18;oui;ALL DE LIMAYRAC;LIMAYRAC (ALL DE LIMAYRAC);;3105555273;Toulouse;31555;1571;480;2265
43.6410709316,1.46647604379;"{""type"": ""MultiPoint"", ""coordinates"": [[1.466476043792519, 43.64107093158599]]}";ALBI PELET;171;20;oui;RTE D ALBI;ALBI (RTE D ALBI);191;3105550124;Toulouse;31555;2919;485;2687
43.6008400856,1.47355743952;"{""type"": ""MultiPoint"", ""coordinates"": [[1.473557439522015, 43.60084008562656]]}";CASTRES ACHIARY;214;17;oui;AV DE CASTRES;CASTRES (AV DE CASTRES);48;3105551772;Toulouse;31555;1380;488;6716
43.6227619027,1.47404258889;"{""type"": ""MultiPoint"", ""coordinates"": [[1.474042588885385, 43.62276190270166]]}";ARGOULETS HOUDON;216;18;oui;RUE JEAN HOUDON;HOUDON (RUE JEAN HOUDON);3;3105554592;Toulouse;31555;1695;490;1426
43.5607377847,1.46303076986;"{""type"": ""MultiPoint"", ""coordinates"": [[1.463030769857764, 43.5607377847216]]}";METRO UPS;227;20;oui;RTE DE NARBONNE;NARBONNE (RTE DE NARBONNE);118;3105556196;Toulouse;31555;12573;498;8506
43.6326930124,1.46315260711;"{""type"": ""MultiPoint"", ""coordinates"": [[1.463152607112547, 43.63269301244152]]}";ALBI AVRANCHES;169;18;oui;RTE D ALBI;ALBI (RTE D ALBI);78;3105550124;Toulouse;31555;4571;504;4582
43.596403203,1.45660377248;"{""type"": ""MultiPoint"", ""coordinates"": [[1.456603772480739, 43.5964032030101]]}";PORT SAINT SAUVEUR;15;20;oui;PORT SAINT SAUVEUR;SAUVEUR (PORT SAINT SAUVEUR);22;3105558066;Toulouse;31555;11525;521;9564
43.6305222244,1.43234645778;"{""type"": ""MultiPoint"", ""coordinates"": [[1.432346457784361, 43.63052222437623]]}";ETATS UNIS  CHARLAS;253;18;oui;AV DES ETATS UNIS;UNIS (AV DES ETATS UNIS);75;3105553104;Toulouse;31555;2464;523;2176
43.6268608283,1.44399694174;"{""type"": ""MultiPoint"", ""coordinates"": [[1.443996941735041, 43.62686082827981]]}";NEGRENEYS;252;20;oui;RUE DE NEGRENEYS;NEGRENEYS (RUE DE NEGRENEYS);161;3105556236;Toulouse;31555;3271;530;4794
43.6380885014,1.4446623226;"{""type"": ""MultiPoint"", ""coordinates"": [[1.444662322599171, 43.63808850140513]]}";PLACE MICOULEAU;283;0;oui;PL MICOULAUD;MICOULAUD (PL MICOULAUD);;;Toulouse;31555;2667;541;2206
43.6425484124,1.45623608611;"{""type"": ""MultiPoint"", ""coordinates"": [[1.456236086113464, 43.642548412409376]]}";BORDEROUGE;262;18;oui;CHE DE BORDEROUGE;BORDEROUGE (CHE DE BORDEROUGE);;;Toulouse;31555;1352;542;1210
43.5964357531,1.48397542236;"{""type"": ""MultiPoint"", ""coordinates"": [[1.483975422361297, 43.596435753140895]]}";ROTONDE;256;0;oui;AV DE CASTRES;CASTRES (AV DE CASTRES);;;Toulouse;31555;1254;545;1135
43.5739197476,1.48392256764;"{""type"": ""MultiPoint"", ""coordinates"": [[1.483922567644201, 43.57391974761298]]}";GONIN;267;0;oui;RUE CLAUDE GONIN;GONIN (RUE CLAUDE GONIN);;;Toulouse;31555;1813;548;2742
43.5791571885,1.39260607284;"{""type"": ""MultiPoint"", ""coordinates"": [[1.392606072837418, 43.57915718847186]]}";IZAR;273;0;oui;RPT LOUIS IZAR;IZAR (RPT LOUIS IZAR);;;Toulouse;31555;1265;557;1200
43.624003958,1.4278275147;"{""type"": ""MultiPoint"", ""coordinates"": [[1.427827514701506, 43.62400395795517]]}";TRENTIN;270;0;oui;BD SILVIO TRENTIN;TRENTIN (BD SILVIO TRENTIN);;3105558356;Toulouse;31555;6833;565;6928
43.6136241579,1.40137704449;"{""type"": ""MultiPoint"", ""coordinates"": [[1.401377044489207, 43.61362415786548]]}";ESPAGNO;279;0;oui;AV DE CASSELARDIT;CASSELARDIT (AV DE CASSELARDIT);;3105551748;Toulouse;31555;5184;566;5924
